Mod:Item:MetaData, Localized Name
quark:stained_clay_tiles_cyan_stairs, tile.stained_clay_tiles_cyan_stairs.name
quark:stained_clay_tiles_purple_stairs, tile.stained_clay_tiles_purple_stairs.name
quark:stained_clay_tiles_blue_stairs, tile.stained_clay_tiles_blue_stairs.name
quark:stained_clay_tiles_brown_stairs, tile.stained_clay_tiles_brown_stairs.name
quark:stained_clay_tiles_green_stairs, tile.stained_clay_tiles_green_stairs.name
quark:stained_clay_tiles_red_stairs, tile.stained_clay_tiles_red_stairs.name
quark:stained_clay_tiles_black_stairs, tile.stained_clay_tiles_black_stairs.name
quark:stained_clay_tiles_white_slab:0, Полублок плитки из белой глины
quark:stained_clay_tiles_orange_slab:0, Полублок плитки из оранжевой глины
quark:stained_clay_tiles_magenta_slab:0, Полублок плитки из пурпурной глины
quark:stained_clay_tiles_light_blue_slab:0, Полублок плитки из голубой глины
quark:stained_clay_tiles_yellow_slab:0, Полублок плитки из жёлтой глины
quark:stained_clay_tiles_lime_slab:0, Полублок плитки из лаймовой глины
quark:stained_clay_tiles_pink_slab:0, Полублок плитки из розовой глины
quark:stained_clay_tiles_gray_slab:0, Полублок плитки из серой глины
quark:stained_clay_tiles_silver_slab:0, Полублок плитки из светло-серой глины
quark:stained_clay_tiles_cyan_slab:0, Полублок плитки из бирюзовой глины
quark:stained_clay_tiles_purple_slab:0, Полублок плитки из фиолетовой глины
quark:stained_clay_tiles_blue_slab:0, Полублок плитки из синей глины
quark:stained_clay_tiles_brown_slab:0, Полублок плитки из коричневой глины
quark:stained_clay_tiles_green_slab:0, Полублок плитки из зелёной глины
quark:stained_clay_tiles_red_slab:0, Полублок плитки из красной глины
quark:stained_clay_tiles_black_slab:0, Полублок плитки из чёрной глины
quark:bark:0, Неотёсанный дуб
quark:bark:1, Неотёсанная ель
quark:bark:2, Неотёсанная береза
quark:bark:3, Неотёсанное тропическое дерево
quark:bark:4, Неотёсанная акация
quark:bark:5, Неотёсанный темный дуб
quark:bark_oak_wall, tile.bark_oak_wall.name
quark:bark_oak_stairs, tile.bark_oak_stairs.name
quark:bark_oak_slab:0, Полублок из неотёсанного дуба
quark:bark_spruce_wall, tile.bark_spruce_wall.name
quark:bark_spruce_stairs, tile.bark_spruce_stairs.name
quark:bark_spruce_slab:0, Полублок из неотёсанной ели
quark:bark_birch_wall, tile.bark_birch_wall.name
quark:bark_birch_stairs, tile.bark_birch_stairs.name
quark:bark_birch_slab:0, Полублок из неотёсанной березы
quark:bark_jungle_wall, tile.bark_jungle_wall.name
quark:bark_jungle_stairs, tile.bark_jungle_stairs.name
quark:bark_jungle_slab:0, Полублок из неотёсанного дерева джунглей
quark:bark_acacia_wall, tile.bark_acacia_wall.name
quark:bark_acacia_stairs, tile.bark_acacia_stairs.name
quark:bark_acacia_slab:0, Полублок из неотёсанной акации
quark:bark_dark_oak_wall, tile.bark_dark_oak_wall.name
quark:bark_dark_oak_stairs, tile.bark_dark_oak_stairs.name
quark:bark_dark_oak_slab:0, Полублок из неотёсанного темного дуба
quark:sturdy_stone, tile.sturdy_stone.name
quark:iron_plate:0, Железная пластина
quark:iron_plate:1, Ржавая железная пластина
quark:iron_plate_stairs, tile.iron_plate_stairs.name
quark:iron_plate_slab:0, Плита из железных пластин
quark:sandy_bricks, tile.sandy_bricks.name
quark:sandy_bricks_stairs, tile.sandy_bricks_stairs.name
quark:sandy_bricks_slab:0, Плита из песчанного кирпича
quark:sandy_bricks_wall, tile.sandy_bricks_wall.name
quark:stone_stairs, tile.stone_stairs.name
quark:stone_granite_stairs, tile.stone_granite_stairs.name
quark:stone_granite_slab:0, Гранитная плита
quark:stone_diorite_stairs, tile.stone_diorite_stairs.name
quark:stone_diorite_slab:0, Диоритовая плита
quark:stone_andesite_stairs, tile.stone_andesite_stairs.name
quark:stone_andesite_slab:0, Андезитовая плита
quark:end_bricks_stairs, tile.end_bricks_stairs.name
quark:end_bricks_slab:0, Плита из кирпича края
quark:prismarine_stairs, tile.prismarine_stairs.name
quark:prismarine_slab:0, Призмариновая плита
quark:prismarine_bricks_stairs, tile.prismarine_bricks_stairs.name
quark:prismarine_bricks_slab:0, Плита из призмаринового кирпича
quark:prismarine_dark_stairs, tile.prismarine_dark_stairs.name
quark:prismarine_dark_slab:0, Плита из темного призмарина
quark:red_nether_brick_stairs, tile.red_nether_brick_stairs.name
quark:red_nether_brick_slab:0, Плита из красного адского кирпича
quark:cobblestone_mossy_stairs, tile.cobblestone_mossy_stairs.name
quark:cobblestone_mossy_slab:0, Moss Stone Slab
quark:stonebrick_mossy_stairs, tile.stonebrick_mossy_stairs.name
quark:stonebrick_mossy_slab:0, Mossy Stone Brick Slab
quark:thatch, tile.thatch.name
quark:thatch_stairs, tile.thatch_stairs.name
quark:thatch_slab:0, Плита из соломы
quark:charred_nether_bricks, tile.charred_nether_bricks.name
quark:charred_nether_brick_stairs, tile.charred_nether_brick_stairs.name
quark:charred_nether_brick_slab:0, Плита обугленного адского кирпича
quark:world_stone_bricks:0, Гранитный кирпич
quark:world_stone_bricks:1, Диоритовый кирпич
quark:world_stone_bricks:2, Андезитовый кирпич
quark:world_stone_bricks:3, Базальтовый кирпич
quark:world_stone_bricks:4, Мраморный кирпич
quark:world_stone_bricks:5, Кирпичи из известняка
quark:world_stone_bricks:6, Jasper Bricks
quark:world_stone_bricks:7, Slate Bricks
quark:world_stone_carved:0, Резные гранитные кирпичи
quark:world_stone_carved:1, Резные диоритовые кирпичи
quark:world_stone_carved:2, Резные андезитовые кирпичи
quark:world_stone_carved:3, Резные базальтовые кирпичи
quark:world_stone_carved:4, Резные мраморные кирпичи
quark:world_stone_carved:5, Резные известняковые кирпичи
quark:world_stone_carved:6, Chiseled Jasper Bricks
quark:world_stone_carved:7, Chiseled Slate Bricks
quark:stone_granite_bricks_stairs, tile.stone_granite_bricks_stairs.name
quark:stone_granite_bricks_slab:0, Плита из гранитного кирпича
quark:stone_diorite_bricks_stairs, tile.stone_diorite_bricks_stairs.name
quark:stone_diorite_bricks_slab:0, Плита из диоритового кирпича
quark:stone_andesite_bricks_stairs, tile.stone_andesite_bricks_stairs.name
quark:stone_andesite_bricks_slab:0, Плита из андезитового кирпича
quark:stone_basalt_bricks_stairs, tile.stone_basalt_bricks_stairs.name
quark:stone_basalt_bricks_slab:0, Плита из базальтового кирпича
quark:stone_marble_bricks_stairs, tile.stone_marble_bricks_stairs.name
quark:stone_marble_bricks_slab:0, Плита из мраморного кирпича
quark:stone_limestone_bricks_stairs, tile.stone_limestone_bricks_stairs.name
quark:stone_limestone_bricks_slab:0, Плита из кирпичей известняка
quark:stone_jasper_bricks_stairs, tile.stone_jasper_bricks_stairs.name
quark:stone_jasper_bricks_slab:0, Jasper Brick Slab
quark:stone_slate_bricks_stairs, tile.stone_slate_bricks_stairs.name
quark:stone_slate_bricks_slab:0, Slate Brick Slab
quark:stone_granite_bricks_wall, tile.stone_granite_bricks_wall.name
